,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Gender
69,69,69,130,170,2019-04-06 08:24:59.000,1.1144438753791836e+18,1.1144438753791836e+18,es,"{'id': '9e1b19b705dac823', 'url': 'https://api.twitter.com/1.1/geo/id/9e1b19b705dac823.json', 'place_type': 'city', 'name': 'Yaiza', 'full_name': 'Yaiza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-13.882165, 28.838393], [-13.882165, 29.036677], [-13.694032, 29.036677], [-13.694032, 28.838393]]]}, 'attributes': {}}","Dos rubias en Playa Blanca

#tropical #cerveza #lanzarote #playablanca en Lanzarote Playa Blanca https://t.co/nsDhcYbm1H",Álvaro,España,Yaiza,"(-13.882165, 28.838393)",Islas Canarias,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male
70,70,70,131,172,2019-04-06 08:26:39.000,1.114444294591533e+18,1.114444294591533e+18,es,"{'id': '1de706402a7f328e', 'url': 'https://api.twitter.com/1.1/geo/id/1de706402a7f328e.json', 'place_type': 'city', 'name': 'Pozuelo de Alarcón', 'full_name': 'Pozuelo de Alarcón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.863271, 40.391967], [-3.863271, 40.466285], [-3.770679, 40.466285], [-3.770679, 40.391967]]]}, 'attributes': {}}","@donatodream Que maravilla! Una gran casa, aunque disfrutaba más en el emplazamiento anterior.
No tomo la sopa de a… https://t.co/wHsAz0Pewi",Eric,España,Pozuelo de Alarcón,"(-3.863271, 40.391967)",Madrid,yes,"['sopa', 'fruta']",428.0,108.24,4.44,11.89,74.0,3.3000000000000003,male
71,71,71,132,173,2019-04-06 08:27:03.000,1.114444391974953e+18,1.114444391974953e+18,es,"{'id': 'd3942fbc39233d3f', 'url': 'https://api.twitter.com/1.1/geo/id/d3942fbc39233d3f.json', 'place_type': 'city', 'name': 'Albentosa', 'full_name': 'Albentosa, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.814399, 40.036959], [-0.814399, 40.149062], [-0.711259, 40.149062], [-0.711259, 40.036959]]]}, 'attributes': {}}",Vichyssoise de manzana #gastronomia #turismo en @turismoenteruel #pequeñosdetalles #grandesmomentos #turismorural… https://t.co/SGJJheeiGV,Isabel,España,Albentosa,"(-0.814399, 40.036959)",Aragón,yes,['manzana'],50.0,24.0,0.0,0.3,0.0,2.0,female
72,72,72,135,178,2019-04-06 08:29:11.000,1.114444930896814e+18,1.114444930896814e+18,es,"{'id': 'bc9c4dda0963f1be', 'url': 'https://api.twitter.com/1.1/geo/id/bc9c4dda0963f1be.json', 'place_type': 'city', 'name': 'Ger', 'full_name': 'Ger, Espanya', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.763319, 42.392914], [1.763319, 42.486808], [1.869157, 42.486808], [1.869157, 42.392914]]]}, 'attributes': {}}","François Bourgon: ""El queso desprende aromas que recuerdan a las feromonas sexuales y de ahí que los quesos, a vece… https://t.co/R0LJJ4Yu9k",Molí,Espanya,Ger,"(1.763319, 42.392914)",Cataluña,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,
73,73,73,136,179,2019-04-06 08:29:20.000,1.1144449668503676e+18,1.1144449668503676e+18,es,"{'id': '2afe3164f39d1b83', 'url': 'https://api.twitter.com/1.1/geo/id/2afe3164f39d1b83.json', 'place_type': 'city', 'name': 'Valladolid', 'full_name': 'Valladolid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]}, 'attributes': {}}","#Sabado  sin cerveza en la nevera 😱 , habrá que ir por unas latas al centro para esta noche 😎🍻🍻",Ipa,España,Valladolid,"(-4.928146, 41.523108)",Castilla y León,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male
74,74,74,139,184,2019-04-06 08:35:46.000,1.114446587969921e+18,1.114446587969921e+18,es,"{'id': '989361a3d92da3b7', 'url': 'https://api.twitter.com/1.1/geo/id/989361a3d92da3b7.json', 'place_type': 'city', 'name': 'Seseña', 'full_name': 'Seseña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.733956, 40.027326], [-3.733956, 40.143247], [-3.602538, 40.143247], [-3.602538, 40.027326]]]}, 'attributes': {}}",@elespanolcom se le a olvidado el jamón el queso y el lomo,Alfonso,España,Seseña,"(-3.733956, 40.027326)",Castilla la Mancha,yes,"['queso', 'jamón', 'lomo']",1006.0,0.71,70.87,91.57,233.4,0.0,male
75,75,75,143,188,2019-04-06 08:37:30.000,1.114447024227664e+18,1.114447024227664e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}","Productazo de temporada, el espárrago, con una salsa que os puede llegar a volver locos 😜 como siempre en cantabria… https://t.co/ZkZN5XyRBc",Ricardo,Spain,Santander,"(-3.889051, 43.434462)",Cantabria,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,male
76,76,76,144,191,2019-04-06 08:42:00.000,1.1144481568449372e+18,1.1144481568449372e+18,es,"{'id': 'ddb2e09e02b31008', 'url': 'https://api.twitter.com/1.1/geo/id/ddb2e09e02b31008.json', 'place_type': 'city', 'name': 'Haría', 'full_name': 'Haría, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-13.530467, 29.080758], [-13.530467, 29.238701], [-13.419212, 29.238701], [-13.419212, 29.080758]]]}, 'attributes': {}}",Atún Marinado#Arrieta#playa la garita#paella en Restaurante La Nasa https://t.co/3KPNqLnhS7,arrietalanasa,España,Haría,"(-13.530467, 29.080758)",Islas Canarias,yes,['paella'],173.0,17.44,5.74,12.37,44.81,0.5,
77,77,77,149,196,2019-04-06 08:45:47.000,1.1144491066703668e+18,1.1144491066703668e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@iamroberto A mi me parecía mas o menos interesante hasta que hizo lo del chorizo,Carballo,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['chorizo'],323.0,1.9,23.1,27.0,72.6,0.0,
78,78,78,151,198,2019-04-06 08:48:41.000,1.1144498398934385e+18,1.1144498398934385e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@carballo ¿Te refieres a la paella con chorizo? 🤣,I,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['chorizo', 'paella']",496.0,19.34,28.840000000000003,39.37,117.41,0.5,
79,79,79,152,201,2019-04-06 08:50:27.000,1.1144502819351512e+18,1.1144502819351512e+18,es,"{'id': 'ddb2e09e02b31008', 'url': 'https://api.twitter.com/1.1/geo/id/ddb2e09e02b31008.json', 'place_type': 'city', 'name': 'Haría', 'full_name': 'Haría, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-13.530467, 29.080758], [-13.530467, 29.238701], [-13.419212, 29.238701], [-13.419212, 29.080758]]]}, 'attributes': {}}",Caracoles en salsa en Restaurante La Nasa https://t.co/rSOKTTqzg2,arrietalanasa,España,Haría,"(-13.530467, 29.080758)",Islas Canarias,yes,"['salsa', 'coles']",135.45499999999998,12.06,16.939999999999998,8.23,18.06,5.34,
80,80,80,153,202,2019-04-06 08:50:48.000,1.1144503704980398e+18,1.1144503704980398e+18,es,"{'id': '57a05ff5f4b19c3c', 'url': 'https://api.twitter.com/1.1/geo/id/57a05ff5f4b19c3c.json', 'place_type': 'city', 'name': 'Monforte de Lemos', 'full_name': 'Monforte de Lemos, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.605247, 42.40696], [-7.605247, 42.614082], [-7.391251, 42.614082], [-7.391251, 42.40696]]]}, 'attributes': {}}",Vuelven los días ⛈☔️ y nada mejor para combatirlos que un buen cocido en @polarcapitol Hoy y mañana en… https://t.co/kMsGMCk8A1,Polar,España,Monforte de Lemos,"(-7.605247, 42.40696)",Galicia,yes,['cocido'],202.0,7.69,12.07,15.16,47.0,1.6,
81,81,81,157,207,2019-04-06 08:55:18.000,1.1144515035557274e+18,1.1144515035557274e+18,es,"{'id': 'a051db6342923200', 'url': 'https://api.twitter.com/1.1/geo/id/a051db6342923200.json', 'place_type': 'city', 'name': 'Nuevo Baztán', 'full_name': 'Nuevo Baztán, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.279296, 40.346609], [-3.279296, 40.403053], [-3.219436, 40.403053], [-3.219436, 40.346609]]]}, 'attributes': {}}","Sabados slow ... despues de un poquito de yoga, algo de energía con este smoothie de frutos rojos:
- fresas - framb… https://t.co/HyAdskoONX",aleaspainhealth,Spain,Nuevo Baztán,"(-3.279296, 40.346609)",Madrid,yes,['fresa'],36.0,14.0,0.5,0.7,0.0,2.2,
82,82,82,158,208,2019-04-06 08:55:40.000,1.1144515948909486e+18,1.1144515948909486e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}","Ajo y, agua.",Movidamadrid,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,['Ajo'],98.33,37.66,0.51,9.39,0.0,3.91,
83,83,83,159,209,2019-04-06 08:55:42.000,1.114451602075738e+18,1.114451602075738e+18,es,"{'id': 'a49e256fe2cdf2c6', 'url': 'https://api.twitter.com/1.1/geo/id/a49e256fe2cdf2c6.json', 'place_type': 'city', 'name': 'Mairena del Aljarafe', 'full_name': 'Mairena del Aljarafe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.132786, 37.316641], [-6.132786, 37.359395], [-6.032793, 37.359395], [-6.032793, 37.316641]]]}, 'attributes': {}}",@DiegoLindemann_ Hazte una paja a la crema,Santi,España,Mairena del Aljarafe,"(-6.132786, 37.316641)",Andalucía,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,male
84,84,84,160,210,2019-04-06 08:55:51.000,1.1144516409444024e+18,1.1144516409444024e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@iamroberto Lo sé, lo sé. En Londres llegué a ver el famoso sandiwch de “paella”...",Carballo,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['paella'],173.0,17.44,5.74,12.37,44.81,0.5,
85,85,85,161,212,2019-04-06 08:55:57.000,1.1144516663786044e+18,1.1144516663786044e+18,es,"{'id': 'ea7c7ac9dd49ecc9', 'url': 'https://api.twitter.com/1.1/geo/id/ea7c7ac9dd49ecc9.json', 'place_type': 'city', 'name': 'Nava', 'full_name': 'Nava, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.568608, 43.275541], [-5.568608, 43.416076], [-5.418156, 43.416076], [-5.418156, 43.275541]]]}, 'attributes': {}}","@SusAsanaYoga Perdón, pero... ¡tía buenaaaaa! Estás como un queso 😍. Yo antes solo hacía senderismo, pero, por mis… https://t.co/cVyZWK1zJb",Ágata,España,Nava,"(-5.568608, 43.275541)",Asturias,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,female
86,86,86,162,213,2019-04-06 08:56:07.000,1.1144517091563644e+18,1.1144517091563644e+18,es,"{'id': 'a051db6342923200', 'url': 'https://api.twitter.com/1.1/geo/id/a051db6342923200.json', 'place_type': 'city', 'name': 'Nuevo Baztán', 'full_name': 'Nuevo Baztán, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.279296, 40.346609], [-3.279296, 40.403053], [-3.219436, 40.403053], [-3.219436, 40.346609]]]}, 'attributes': {}}","Sabados slow ... despues de un poquito de yoga, algo de energía con este smoothie de frutos rojos:
- fresas - framb… https://t.co/sVMwiq3VL3",aleaspainhealth,Spain,Nuevo Baztán,"(-3.279296, 40.346609)",Madrid,yes,['fresa'],36.0,14.0,0.5,0.7,0.0,2.2,
87,87,87,165,216,2019-04-06 08:56:50.000,1.114451886877356e+18,1.114451886877356e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","YO PONGO LA LECHE Y TÚ EL COLA CAO. 
ARREGLAO.",MrMartinBernal,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['LECHE'],65.0,4.7,3.8,3.06,14.0,0.0,
88,88,88,168,220,2019-04-06 08:59:42.000,1.1144526103864689e+18,1.1144526103864689e+18,es,"{'id': '715325aceccc7851', 'url': 'https://api.twitter.com/1.1/geo/id/715325aceccc7851.json', 'place_type': 'city', 'name': 'Sabadell', 'full_name': 'Sabadell, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.046492, 41.506472], [2.046492, 41.591238], [2.150242, 41.591238], [2.150242, 41.506472]]]}, 'attributes': {}}","Y los años q nos quedan juntas❤️ menos mal q somos como el vino, mejoramos con los años JAJAJAJAJAJAJA",Dafne,Spain,Sabadell,"(2.046492, 41.506472)",Cataluña,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,female
89,89,89,170,222,2019-04-06 08:59:55.000,1.1144526665943532e+18,1.1144526665943532e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}","@Amarant81 Jajajajaja no se si lo sabes, pero hay como unas mallas para fruta tipo chupete que te salvan un poco. U… https://t.co/873Q3lhFMg",Mari,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['fruta'],107.0,50.0,0.1,0.9,0.0,1.1,female
90,90,90,175,227,2019-04-06 09:02:44.000,1.1144533757295084e+18,1.1144533757295084e+18,es,"{'id': '9f43e150310c4c48', 'url': 'https://api.twitter.com/1.1/geo/id/9f43e150310c4c48.json', 'place_type': 'city', 'name': 'Villarrobledo', 'full_name': 'Villarrobledo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.84098, 39.041512], [-2.84098, 39.342034], [-2.339971, 39.342034], [-2.339971, 39.041512]]]}, 'attributes': {}}","Requeson de Queso Curado en escabeche de suero.

El requesón está hecho a partir de suero y queso curado.
Y con el… https://t.co/kCM8980B2u",Teresa,España,Villarrobledo,"(-2.84098, 39.041512)",Castilla la Mancha,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,female
91,91,91,182,236,2019-04-06 09:10:44.000,1.1144553885884662e+18,1.1144553885884662e+18,es,"{'id': '9ead943d76285147', 'url': 'https://api.twitter.com/1.1/geo/id/9ead943d76285147.json', 'place_type': 'city', 'name': 'Alcobendas', 'full_name': 'Alcobendas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.701546, 40.501348], [-3.701546, 40.588844], [-3.550223, 40.588844], [-3.550223, 40.501348]]]}, 'attributes': {}}","Los chuchesssss!! BIO . Tremenda tentación! PECAN CHOCO CACAO, ALMENDRA CHOCO CANELA, JENGIBRE CHOCO, CHOCO BLANCO… https://t.co/kINl7ehozA",wiflor,España,Alcobendas,"(-3.701546, 40.501348)",Madrid,yes,"['chuches', 'JENGIBRE', 'CANELA', 'ALMENDRA']",1470.0,290.5900000000001,60.15,18.0,0.0,62.52,
92,92,92,183,237,2019-04-06 09:11:24.000,1.1144555537182802e+18,1.1144555537182802e+18,es,"{'id': 'cab4506ec562a73d', 'url': 'https://api.twitter.com/1.1/geo/id/cab4506ec562a73d.json', 'place_type': 'city', 'name': 'Verín', 'full_name': 'Verín, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.474616, 41.808086], [-7.474616, 41.982752], [-7.352882, 41.982752], [-7.352882, 41.808086]]]}, 'attributes': {}}","@antonlosada Lo del rabo de toro, intolerable, pero es que tampoco bendicieron la mesa.
Demasié pal cuerpo.",Toro,España,Verín,"(-7.474616, 41.808086)",Galicia,yes,['rabo de toro'],200.0,0.0,28.0,18.6,70.0,0.0,male
93,93,93,184,238,2019-04-06 09:14:18.000,1.11445628298616e+18,1.11445628298616e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@PerezEscr @elsacodelcoco Esa es la razón de toda esta mierda. La pasta y, para algunos como perrosanchez, el poder..",pere,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['pasta', 'coco']",625.0,62.64,35.76,12.65,30.0,13.58,male
94,94,94,185,240,2019-04-06 09:16:07.000,1.114456740295213e+18,1.114456740295213e+18,es,"{'id': '9ead943d76285147', 'url': 'https://api.twitter.com/1.1/geo/id/9ead943d76285147.json', 'place_type': 'city', 'name': 'Alcobendas', 'full_name': 'Alcobendas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.701546, 40.501348], [-3.701546, 40.588844], [-3.550223, 40.588844], [-3.550223, 40.501348]]]}, 'attributes': {}}","Conocéis los beneficios del aceite de linaza para la #salud??

✔️Buen aporte de fibra: Entre sus propiedades, encon… https://t.co/IVLK5Ovp23",Biomarket,España,Alcobendas,"(-3.701546, 40.501348)",Madrid,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,
95,95,95,187,242,2019-04-06 09:17:16.000,1.1144570310444236e+18,1.1144570310444236e+18,es,"{'id': '0d108e89013f0cd9', 'url': 'https://api.twitter.com/1.1/geo/id/0d108e89013f0cd9.json', 'place_type': 'city', 'name': 'Fuengirola', 'full_name': 'Fuengirola, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.636376, 36.519213], [-4.636376, 36.589582], [-4.589864, 36.589582], [-4.589864, 36.519213]]]}, 'attributes': {}}","REFRANERO POPULAR:
""Quien arroz come buenos carrillos pone""

TU SALUD, LO MAS IMPORTANTE. RECETAS DE PLATOS SANOS P… https://t.co/rsnWWHyT79",joalga,España,Fuengirola,"(-4.636376, 36.519213)",Andalucía,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,
96,96,96,188,243,2019-04-06 09:17:22.000,1.1144570577579377e+18,1.1144570577579377e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","La felicidad está en los pequeños placeres de la vida, por ejemplo, en hacer torrijas un sábado por la mañana en pi… https://t.co/odgSh3Nnui",Nieves,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,female
97,97,97,189,245,2019-04-06 09:18:21.000,1.1144573034435624e+18,1.1144573034435624e+18,es,"{'id': '90f0f1755d340c53', 'url': 'https://api.twitter.com/1.1/geo/id/90f0f1755d340c53.json', 'place_type': 'city', 'name': 'Zamora', 'full_name': 'Zamora, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.977119, 41.458364], [-5.977119, 41.574064], [-5.635171, 41.574064], [-5.635171, 41.458364]]]}, 'attributes': {}}",Bizcochos de centeno y chocolate recién horneados para llevar a la #FeriaRaices2019 hechos con mantequilla de oveja… https://t.co/s8gnUCkn7m,De,España,Zamora,"(-5.977119, 41.458364)",Castilla y León,yes,"['chocolate', 'mantequilla', 'oveja']",1009.33,59.23,102.23,28.19,186.0,0.53,male
98,98,98,190,246,2019-04-06 09:18:48.000,1.1144574170253148e+18,1.1144574170253148e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}","@Thuban_Isesi De todas maneras, la cebolla contribuye a evitar tanta sequedad.",Mugu,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,['cebolla'],26.0,5.3,0.0,1.125,0.0,1.8,
99,99,99,194,250,2019-04-06 09:21:45.000,1.1144581600923402e+18,1.1144581600923402e+18,es,"{'id': '97569bae537efdb3', 'url': 'https://api.twitter.com/1.1/geo/id/97569bae537efdb3.json', 'place_type': 'city', 'name': 'Ponferrada', 'full_name': 'Ponferrada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.7129639999999995, 42.385192], [-6.7129639999999995, 42.613003], [-6.407664, 42.613003], [-6.407664, 42.385192]]]}, 'attributes': {}}",@davidirisyoli @deporbierzo @YouTube @SDP_1922 Cada vez que lo veo se me pone la carne de gallina 😬,Bierzococo,España,Ponferrada,"(-6.7129639999999995, 42.385192)",Castilla y León,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,
100,100,100,195,251,2019-04-06 09:22:18.000,1.1144582994523382e+18,1.1144582994523382e+18,es,"{'id': 'af407b341f57e673', 'url': 'https://api.twitter.com/1.1/geo/id/af407b341f57e673.json', 'place_type': 'city', 'name': 'Tarragona', 'full_name': 'Tarragona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.162287, 41.083523], [1.162287, 41.166954], [1.375225, 41.166954], [1.375225, 41.083523]]]}, 'attributes': {}}",@pnkVirus Quiero una foto con un lazo rojo en la cabeza como sumiko XDDDD y las dos tomando té sentaditas en una mesa,MonaLuffy,España,Tarragona,"(1.162287, 41.083523)",Cataluña,yes,['té'],36.0,2.45,2.3654,1.7,7.0,0.0,
101,101,101,196,252,2019-04-06 09:22:55.000,1.1144584526199316e+18,1.1144584526199316e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}","🍺🍺🍺 ¡La cerveza gratis sabe mejor! 🍺🍺🍺
Con tu Promo Bebida te regalaremos 10€ extra en Tuents by… https://t.co/g0ai3VckUa",Interestelar,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,
102,102,102,198,254,2019-04-06 09:24:52.000,1.1144589442006958e+18,1.1144589442006958e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@Dianalvarez4 Odiando como odio la sopa en toooodas sus variantes....( Yo soy Mafalda en eso) te diré q del país Va… https://t.co/GXilcxUobl,cedibar,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['sopa'],321.0,58.24,4.34,10.99,74.0,2.2,
103,103,103,201,259,2019-04-06 09:31:30.000,1.1144606147961652e+18,1.1144606147961652e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}","@elexpulsao Tu sabes Juanjo, corruptela, mierda, pasta y estar donde están situados",Alain,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,male
