,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Gender
596,596,596,1070,1241,2019-04-06 20:49:52.000,1.1146313315672964e+18,1.1146313315672964e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@mironyruiz Fan de quien fuera el que se le ocurrió poner una máquina de chuches junto a la morgue,Diego,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['chuches'],389.0,190.0,0.0,0.4,0.0,0.0,male
597,597,597,1071,1242,2019-04-06 20:50:18.000,1.1146314367101748e+18,1.1146314367101748e+18,es,"{'id': 'e5569d105f28336e', 'url': 'https://api.twitter.com/1.1/geo/id/e5569d105f28336e.json', 'place_type': 'city', 'name': 'Paterna', 'full_name': 'Paterna, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.518483, 39.486427], [-0.518483, 39.565697], [-0.418551, 39.565697], [-0.418551, 39.486427]]]}, 'attributes': {}}",Cuanto tiempo sin venir... gratos recuerdos y patatas al salmón!! 😋 (@ Ginos Heron City Paterna - @ginosristorante… https://t.co/TVkxpOt4u2,Manu,España,Paterna,"(-0.518483, 39.486427)",Cataluña,yes,"['patatas', 'salmón']",684.0,49.5,40.83,28.12,45.0,4.0,male
598,598,598,1073,1244,2019-04-06 20:50:40.000,1.1146315293497672e+18,1.1146315293497672e+18,es,"{'id': '545ff09ac88c18c9', 'url': 'https://api.twitter.com/1.1/geo/id/545ff09ac88c18c9.json', 'place_type': 'city', 'name': 'Tacoronte', 'full_name': 'Tacoronte, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.430397, 28.429221], [-16.430397, 28.527994], [-16.370744, 28.527994], [-16.370744, 28.429221]]]}, 'attributes': {}}","Os hago caso. Me quedo en casa, que le den al Plenilunio, pizza y vicioooooo",Iván,España,Tacoronte,"(-16.430397, 28.429221)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,
599,599,599,1074,1245,2019-04-06 20:51:46.000,1.1146318058465894e+18,1.1146318058465894e+18,es,"{'id': '63b8ba114723a129', 'url': 'https://api.twitter.com/1.1/geo/id/63b8ba114723a129.json', 'place_type': 'city', 'name': 'San Sebastián de los Reyes', 'full_name': 'San Sebastián de los Reyes, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.674032, 40.532328], [-3.674032, 40.631382], [-3.537765, 40.631382], [-3.537765, 40.532328]]]}, 'attributes': {}}","Este es el té.
De hecho, desde que estoy en Madrid, la  radler es mi bebida favorita.",MI,España,San Sebastián de los Reyes,"(-3.674032, 40.532328)",Islas Canarias,yes,['té'],36.0,2.45,2.3654,1.7,7.0,0.0,female
600,600,600,1075,1246,2019-04-06 20:52:59.000,1.1146321144005714e+18,1.1146321144005714e+18,es,"{'id': '3a9c654a445000f6', 'url': 'https://api.twitter.com/1.1/geo/id/3a9c654a445000f6.json', 'place_type': 'city', 'name': 'Getafe', 'full_name': 'Getafe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.761318, 40.266415], [-3.761318, 40.334686], [-3.570016, 40.334686], [-3.570016, 40.266415]]]}, 'attributes': {}}","11
Me queda un tema para cumplir lo de hoy y se me ha caído chocolate en la primera página
i'm done",SirgabiDemoniac,España,Getafe,"(-3.761318, 40.266415)",Madrid,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,
601,601,601,1076,1247,2019-04-06 20:53:11.000,1.1146321657681674e+18,1.1146321657681674e+18,es,"{'id': '3178a2f5b3c63ea4', 'url': 'https://api.twitter.com/1.1/geo/id/3178a2f5b3c63ea4.json', 'place_type': 'city', 'name': 'Elche', 'full_name': 'Elche, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.7824909999999999, 38.127787], [-0.7824909999999999, 38.344645], [-0.510153, 38.344645], [-0.510153, 38.127787]]]}, 'attributes': {}}",Repetimos vino de la tierra... #elsalze #monastrell #vinosdealicante #wine #vino en Elche https://t.co/HQ9OE3wgVE,Andrés,España,Elche,"(-0.7824909999999999, 38.127787)",Madrid,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,male
602,602,602,1077,1248,2019-04-06 20:53:14.000,1.1146321749579324e+18,1.1146321749579324e+18,es,"{'id': '387b00909c2e7031', 'url': 'https://api.twitter.com/1.1/geo/id/387b00909c2e7031.json', 'place_type': 'city', 'name': 'Granada', 'full_name': 'Granada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.699796, 37.135903], [-3.699796, 37.224915], [-3.496139, 37.224915], [-3.496139, 37.135903]]]}, 'attributes': {}}","Echaba de menos un sábado de peli y manta en buena compañía, con play incluida. El chocolate y yo lo hemos pasado g… https://t.co/CwOkFCVWqO",Amparo,España,Granada,"(-3.699796, 37.135903)",Andalucía,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,female
603,603,603,1078,1249,2019-04-06 20:54:58.000,1.1146326127384166e+18,1.1146326127384166e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@harryelsocio @ErPali_ Ha tirado de un vaso de leche,coñac y Okal?",Ángela,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,
604,604,604,1079,1250,2019-04-06 20:55:02.000,1.1146326285130383e+18,1.1146326285130383e+18,es,"{'id': '3c20ce8ef9384a19', 'url': 'https://api.twitter.com/1.1/geo/id/3c20ce8ef9384a19.json', 'place_type': 'city', 'name': 'Antas de Ulla', 'full_name': 'Antas de Ulla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.999801, 42.716441], [-7.999801, 42.850077], [-7.818803, 42.850077], [-7.818803, 42.716441]]]}, 'attributes': {}}","365.000km, 19 años,  pasas la noche debajo de la nieve, te caen 3 granizadas, litros de lluvia, hielo, 320km conmig… https://t.co/NS0EMgVuVs",David,España,Antas de Ulla,"(-7.999801, 42.716441)",Madrid,yes,"['ajo', 'pasas']",395.33,106.96,1.01,11.85,0.0,10.41,male
605,605,605,1080,1251,2019-04-06 20:55:06.000,1.1146326451604398e+18,1.1146326451604398e+18,es,"{'id': 'd84973286cfd241b', 'url': 'https://api.twitter.com/1.1/geo/id/d84973286cfd241b.json', 'place_type': 'city', 'name': 'Móstoles', 'full_name': 'Móstoles, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945389, 40.285747], [-3.945389, 40.35406], [-3.841063, 40.35406], [-3.841063, 40.285747]]]}, 'attributes': {}}",@Pinchekitty_ Fresas con nata,roba,España,Móstoles,"(-3.945389, 40.285747)",Galicia,yes,"['Fresa', 'nata']",238.0,17.4,20.48,3.21,70.0,2.2,female
606,606,606,1081,1252,2019-04-06 20:55:52.000,1.1146328404262624e+18,1.1146328404262624e+18,es,"{'id': '3a9c654a445000f6', 'url': 'https://api.twitter.com/1.1/geo/id/3a9c654a445000f6.json', 'place_type': 'city', 'name': 'Getafe', 'full_name': 'Getafe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.761318, 40.266415], [-3.761318, 40.334686], [-3.570016, 40.334686], [-3.570016, 40.266415]]]}, 'attributes': {}}",Mood cuando he tirado el vaso de chocolate encima de los apuntes,SirgabiDemoniac,España,Getafe,"(-3.761318, 40.266415)",Madrid,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,
607,607,607,1084,1256,2019-04-06 20:56:46.000,1.1146330676106364e+18,1.1146330676106364e+18,es,"{'id': 'd84973286cfd241b', 'url': 'https://api.twitter.com/1.1/geo/id/d84973286cfd241b.json', 'place_type': 'city', 'name': 'Móstoles', 'full_name': 'Móstoles, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945389, 40.285747], [-3.945389, 40.35406], [-3.841063, 40.35406], [-3.841063, 40.285747]]]}, 'attributes': {}}","Sin duda alguna, me estoy cenando los mejores garbanzos de la historia del mundo.  Tiernos como mantequilla y sabor… https://t.co/8Pzpkn3WpF",Clandestino,España,Móstoles,"(-3.945389, 40.285747)",Murcia,yes,['mantequilla'],503.0,0.0,55.1,3.3,106.0,0.0,
608,608,608,1085,1257,2019-04-06 20:57:25.000,1.1146332280470692e+18,1.1146332280470692e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}",Estoy en la bolera y en la pista de al lado estaba tirando un niño que se ha pegado una leche terrible contra el su… https://t.co/6v01yyce1W,Waggy,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,
609,609,609,1086,1258,2019-04-06 21:00:11.000,1.1146339273549332e+18,1.1146339273549332e+18,es,"{'id': '61fe09dfbe90f684', 'url': 'https://api.twitter.com/1.1/geo/id/61fe09dfbe90f684.json', 'place_type': 'city', 'name': 'Laguna de Duero', 'full_name': 'Laguna de Duero, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.773909, 41.548229], [-4.773909, 41.596796], [-4.669629, 41.596796], [-4.669629, 41.548229]]]}, 'attributes': {}}","@ElPadreDeBrian @fenixcintas @donchalecos @Cadd9Dsus6 -¿era guapa? 
No me comía mis patatas en el mcdonalds",angélica,España,Laguna de Duero,"(-4.773909, 41.548229)",Aragón,yes,['patatas'],538.0,49.5,34.9,6.5,0.0,4.0,female
610,610,610,1087,1259,2019-04-06 21:01:00.000,1.114634132821119e+18,1.114634132821119e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Celebrando el sábado noche con una cena casera de lujo sin gluten 😀😋
Burrito a de chile sin carne quitando la soja… https://t.co/oinz83XHWL",Gemma,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,"['carne', 'soja']",431.75,9.7034,26.625,58.0,66.7,15.7,female
611,611,611,1091,1264,2019-04-06 21:04:14.000,1.1146349431818568e+18,1.1146349431818568e+18,es,"{'id': 'ba25a9610d728acd', 'url': 'https://api.twitter.com/1.1/geo/id/ba25a9610d728acd.json', 'place_type': 'city', 'name': 'Cervelló', 'full_name': 'Cervelló, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.874148, 41.365487], [1.874148, 41.415938], [1.995975, 41.415938], [1.995975, 41.365487]]]}, 'attributes': {}}","MIS 4 PREFERIDOS #cocunat 
El primero de arriba es champú sin parabenos, ni sulfatos, ni aluminio, ni aceite de pal… https://t.co/G3vbbuoAPk",Alex,España,Cervelló,"(1.874148, 41.365487)",Galicia,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,male
612,612,612,1092,1265,2019-04-06 21:04:18.000,1.1146349634947644e+18,1.1146349634947644e+18,es,"{'id': 'ce7a3c91984b0477', 'url': 'https://api.twitter.com/1.1/geo/id/ce7a3c91984b0477.json', 'place_type': 'city', 'name': 'Tudela', 'full_name': 'Tudela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.838201, 41.959748], [-1.838201, 42.361114], [-1.302578, 42.361114], [-1.302578, 41.959748]]]}, 'attributes': {}}",Cerdo en cualquier equipo y mal educado.,MaríaVictoria,España,Tudela,"(-1.838201, 41.959748)",Cataluña,yes,['Cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,
613,613,613,1094,1267,2019-04-06 21:05:39.000,1.1146353011950796e+18,1.1146353011950796e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Me he rayado y le he dicho al del kebab que quería un durum mixto sin carne,,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,female
614,614,614,1099,1272,2019-04-06 21:11:59.000,1.1146368973626164e+18,1.1146368973626164e+18,es,"{'id': '37e754d0754260ac', 'url': 'https://api.twitter.com/1.1/geo/id/37e754d0754260ac.json', 'place_type': 'city', 'name': 'Salamanca', 'full_name': 'Salamanca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.735855, 40.914417], [-5.735855, 40.994337], [-5.622439, 40.994337], [-5.622439, 40.914417]]]}, 'attributes': {}}","@Leito_82 Así se quedaron en casa cuando les dije que si les freía un huevo, o esperaban otro ratito...",Roma,España,Salamanca,"(-5.735855, 40.914417)",Castilla y León,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,female
615,615,615,1100,1273,2019-04-06 21:12:01.000,1.1146369047780924e+18,1.1146369047780924e+18,es,"{'id': 'e564ddfcdf4b36fd', 'url': 'https://api.twitter.com/1.1/geo/id/e564ddfcdf4b36fd.json', 'place_type': 'city', 'name': 'Boadilla del Monte', 'full_name': 'Boadilla del Monte, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.952603, 40.377576], [-3.952603, 40.456385], [-3.838044, 40.456385], [-3.838044, 40.377576]]]}, 'attributes': {}}","Baja de alcohol, apariencia de zumo turbio. En boca y en nariz es cítrica y predomina la influencia de la naranja c… https://t.co/XViMybE1ZH",GeoBirrero,España,Boadilla del Monte,"(-3.952603, 40.377576)",Castilla y León,yes,"['zumo', 'naranja']",119.0,27.0,0.0,1.6,0.0,4.0,
616,616,616,1101,1274,2019-04-06 21:12:25.000,1.1146370030589706e+18,1.1146370030589706e+18,es,"{'id': '245c16343af35cdf', 'url': 'https://api.twitter.com/1.1/geo/id/245c16343af35cdf.json', 'place_type': 'city', 'name': 'Igualada', 'full_name': 'Igualada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.577208, 41.572103], [1.577208, 41.600757], [1.639945, 41.600757], [1.639945, 41.572103]]]}, 'attributes': {}}","Pues si, existe el pollo frito vegano 🌱🍗 https://t.co/d29fnUZxM9",,España,Igualada,"(1.577208, 41.572103)",Madrid,yes,['pollo'],166.0,0.0,9.6,19.9,99.0,0.0,female
617,617,617,1103,1276,2019-04-06 21:12:43.000,1.114637080666288e+18,1.114637080666288e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@nachoteso Si me hubiera traido leche para hacer cafe, no",Vicent,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['cafe', 'leche']",103.0,7.15,6.1654,4.76,22.0,0.0,male
618,618,618,1104,1277,2019-04-06 21:15:08.000,1.1146376862776402e+18,1.1146376862776402e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Al final casi prendo fuego a la casa porque se me ha olvidado el huevo que tenía hirviendo,A,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,male
619,619,619,1105,1278,2019-04-06 21:15:08.000,1.114637687728767e+18,1.114637687728767e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}",@tuitsconfusos @haprostata Las setas del campo...,J,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,['setas'],26.0,8.0,0.3,1.8,0.0,0.0,male
620,620,620,1106,1279,2019-04-06 21:16:28.000,1.1146380234409164e+18,1.1146380234409164e+18,es,"{'id': '37e754d0754260ac', 'url': 'https://api.twitter.com/1.1/geo/id/37e754d0754260ac.json', 'place_type': 'city', 'name': 'Salamanca', 'full_name': 'Salamanca, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.735855, 40.914417], [-5.735855, 40.994337], [-5.622439, 40.994337], [-5.622439, 40.914417]]]}, 'attributes': {}}","@Syllabae A Goiko, una hamburguesita de pollo con tomate y patatas rústicas.",Silvia,Spain,Salamanca,"(-5.735855, 40.914417)",Castilla y León,yes,"['pollo', 'patatas']",704.0,49.5,44.5,26.4,99.0,4.0,female
621,621,621,1107,1280,2019-04-06 21:16:31.000,1.1146380383139062e+18,1.1146380383139062e+18,es,"{'id': 'c6012372739e86ac', 'url': 'https://api.twitter.com/1.1/geo/id/c6012372739e86ac.json', 'place_type': 'city', 'name': 'Los Barrios', 'full_name': 'Los Barrios, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.707336, 36.108531], [-5.707336, 36.350328], [-5.4142019999999995, 36.350328], [-5.4142019999999995, 36.108531]]]}, 'attributes': {}}",Me voy a dibujar esto en un huevo,Lolo,España,Los Barrios,"(-5.707336, 36.108531)",Castilla y León,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,female
622,622,622,1108,1281,2019-04-06 21:19:11.000,1.1146387081778668e+18,1.1146387081778668e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}",Realmente es el helado mas infravalorado del mundo cuando es el más bueno🤷🏼‍♀️my fav💖,,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,female
623,623,623,1109,1282,2019-04-06 21:19:14.000,1.114638720941138e+18,1.114638720941138e+18,es,"{'id': 'c52827ebd9bfe563', 'url': 'https://api.twitter.com/1.1/geo/id/c52827ebd9bfe563.json', 'place_type': 'city', 'name': 'Jerez de la Frontera', 'full_name': 'Jerez de la Frontera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.306111, 36.516968], [-6.306111, 36.864413], [-5.455137, 36.864413], [-5.455137, 36.516968]]]}, 'attributes': {}}",Hoy quiero ciegazo espero q no me afecte mal el whiskey,Juan,España,Jerez de la Frontera,"(-6.306111, 36.516968)",Andalucía,yes,['whiskey'],245.0,0.11,0.0,0.0,0.0,0.0,male
624,624,624,1111,1284,2019-04-06 21:20:14.000,1.1146389724902728e+18,1.1146389724902728e+18,es,"{'id': '387b00909c2e7031', 'url': 'https://api.twitter.com/1.1/geo/id/387b00909c2e7031.json', 'place_type': 'city', 'name': 'Granada', 'full_name': 'Granada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.699796, 37.135903], [-3.699796, 37.224915], [-3.496139, 37.224915], [-3.496139, 37.135903]]]}, 'attributes': {}}","@carlosherreracr Carlos!!!
Ma enterado por mi hermana que no te gusta el queso curao... Oju...! Otro raro como mi cuñao...",Miguel,España,Granada,"(-3.699796, 37.135903)",Andalucía,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,male
625,625,625,1112,1285,2019-04-06 21:21:22.000,1.114639255962366e+18,1.114639255962366e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@el_pais Abascal es un machista de tomo y lomo,Mic,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['lomo'],237.0,0.0,14.27,27.0,75.0,0.0,male
626,626,626,1116,1290,2019-04-06 21:24:45.000,1.1146401067768668e+18,1.1146401067768668e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",El arte de tirar cerveza y el salero de beberla en Cervecería Santa Bárbara https://t.co/ARVPBQtFyY,Pastora,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,female
627,627,627,1126,1301,2019-04-06 21:32:48.000,1.1146421335359284e+18,1.1146421335359284e+18,es,"{'id': '358220cb0584bbe3', 'url': 'https://api.twitter.com/1.1/geo/id/358220cb0584bbe3.json', 'place_type': 'city', 'name': 'Cádiz', 'full_name': 'Cádiz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.317663, 36.441775], [-6.317663, 36.543179], [-6.225463, 36.543179], [-6.225463, 36.441775]]]}, 'attributes': {}}",El poke de atún y la tarta de zanahoria del @ultramarynos bueníiiiisimos 🤤🤤🤤🤤🤤🤤 https://t.co/DOnZuSWiKu,Mayte,España,Cádiz,"(-6.317663, 36.441775)",Andalucía,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,female
628,628,628,1127,1302,2019-04-06 21:35:17.000,1.1146427575686636e+18,1.1146427575686636e+18,es,"{'id': 'cbdb0e7018443220', 'url': 'https://api.twitter.com/1.1/geo/id/cbdb0e7018443220.json', 'place_type': 'city', 'name': 'Murcia', 'full_name': 'Murcia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.385233, 37.715968], [-1.385233, 38.117714], [-0.850358, 38.117714], [-0.850358, 37.715968]]]}, 'attributes': {}}",Cenando el pollo,budstikken,España,Murcia,"(-1.385233, 37.715968)",Murcia,yes,['pollo'],166.0,0.0,9.6,19.9,99.0,0.0,
629,629,629,1130,1305,2019-04-06 21:36:13.000,1.114642992508416e+18,1.114642992508416e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@TasteYa25 @CZCW_GOLDEN Me copiaste tu puto cerdo, mi apodo de panfleto gratis de metro tienen ya mucho tiempo, per… https://t.co/YDBu6iBMLZ",Gómez,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,
630,630,630,1133,1308,2019-04-06 21:38:48.000,1.1146436424619048e+18,1.1146436424619048e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@puringerMe Suele pasar... veganos que sólo comen cereales,Avelio,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cereales'],188.08,78.125,2.85,7.81,0.0,4.88,
631,631,631,1135,1310,2019-04-06 21:39:45.000,1.1146438849806172e+18,1.1146438849806172e+18,es,"{'id': 'd9ebaeaac39060be', 'url': 'https://api.twitter.com/1.1/geo/id/d9ebaeaac39060be.json', 'place_type': 'city', 'name': 'Ourense', 'full_name': 'Ourense, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.003734, 42.288179], [-8.003734, 42.398321], [-7.805959, 42.398321], [-7.805959, 42.288179]]]}, 'attributes': {}}",Pa los que me llamabais culo gordo y esas vainas en la primaria 🖤 https://t.co/x2CfYXtemR,Lil,Spain,Ourense,"(-8.003734, 42.288179)",Galicia,yes,['vainas'],43.0,7.55,0.2,2.8,0.0,2.6,female
