,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Gender,Categorías
436,436,436,436,436,750,876,2019-04-05 20:55:20.000,1.1142703171014204e+18,1.1142703171014204e+18,es,"{'id': '2e858e47881ddc48', 'url': 'https://api.twitter.com/1.1/geo/id/2e858e47881ddc48.json', 'place_type': 'city', 'name': 'Alicante', 'full_name': 'Alicante, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.6564329999999999, 38.160348], [-0.6564329999999999, 38.537463], [-0.37460899999999997, 38.537463], [-0.37460899999999997, 38.160348]]]}, 'attributes': {}}",@friesgom «La avena es SANIIIIIIISIMA CÓMO E TE QUEDA EL CUERPO TE CAGAS ENCIMA».,Carmen,España,Alicante,"(-0.6564329999999999, 38.160348)",Comunidad Valenciana,yes,['avena'],401.0,66.3,6.9,16.9,0.0,10.6,female,['Cereales y derivados']
437,437,437,437,437,751,878,2019-04-05 20:57:56.000,1.1142709712156468e+18,1.1142709712156468e+18,es,"{'id': '0ab1cfe1d3945a22', 'url': 'https://api.twitter.com/1.1/geo/id/0ab1cfe1d3945a22.json', 'place_type': 'city', 'name': 'Las Rozas de Madrid', 'full_name': 'Las Rozas de Madrid, España', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.94958, 40.475009], [-3.94958, 40.574489], [-3.83319, 40.574489], [-3.83319, 40.475009]]]}, 'attributes': {}}",@reyweasley De chocolate,Santiagus,Espanya,Las Rozas de Madrid,"(-3.94958, 40.475009)",Asturias,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,,['Dulces']
438,438,438,438,438,752,879,2019-04-05 20:57:56.000,1.1142709712156468e+18,1.1142709712156468e+18,es,"{'id': '0ab1cfe1d3945a22', 'url': 'https://api.twitter.com/1.1/geo/id/0ab1cfe1d3945a22.json', 'place_type': 'city', 'name': 'Las Rozas de Madrid', 'full_name': 'Las Rozas de Madrid, España', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.94958, 40.475009], [-3.94958, 40.574489], [-3.83319, 40.574489], [-3.83319, 40.475009]]]}, 'attributes': {}}",@reyweasley De chocolate,Santiagus,Espanya,Las Rozas de Madrid,"(-3.94958, 40.475009)",Madrid,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,,['Dulces']
439,439,439,439,439,753,880,2019-04-05 20:58:05.000,1.1142710103527834e+18,1.1142710103527834e+18,es,"{'id': 'ecdce75d48b13b64', 'url': 'https://api.twitter.com/1.1/geo/id/ecdce75d48b13b64.json', 'place_type': 'country', 'name': 'España', 'full_name': 'España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-18.160695, 27.63775], [-18.160695, 43.790388], [4.327985, 43.790388], [4.327985, 27.63775]]]}, 'attributes': {}}",¿Quien dijo que ir de pinchos era aburrido para el paladar? Mini hamburguesa de lechazo y queso de cabra con pan de… https://t.co/ONg4qyMzXW,Ver,España,España,"(-18.160695, 27.63775)",Madrid,yes,"['queso', 'hamburguesa', 'cabra']",1069.0,48.01,61.510000000000005,79.13,190.4,4.1,male,"['Productos lacteos', 'Comida rapida', 'Carnes']"
440,440,440,440,440,754,883,2019-04-05 20:59:02.000,1.1142712467059916e+18,1.1142712467059916e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@RaezAna Mira cariño, sigue a lo tuyo, que parece que no te quieres enterar, un beso de fresa bonita.",Raúl,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['fresa'],36.0,14.0,0.5,0.7,0.0,2.2,male,['Frutas']
441,441,441,441,441,755,884,2019-04-05 20:59:04.000,1.1142712553546506e+18,1.1142712553546506e+18,es,"{'id': '731c9d11275a5436', 'url': 'https://api.twitter.com/1.1/geo/id/731c9d11275a5436.json', 'place_type': 'city', 'name': 'Gijón', 'full_name': 'Gijón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.820977, 43.44168], [-5.820977, 43.577914], [-5.562912, 43.577914], [-5.562912, 43.44168]]]}, 'attributes': {}}",Que vuelva mecagon la leche,Iris,España,Gijón,"(-5.820977, 43.44168)",Madrid,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,female,['Productos lacteos']
442,442,442,442,442,758,887,2019-04-05 21:00:09.000,1.1142715288903148e+18,1.1142715288903148e+18,es,"{'id': '0d2090ccc61657d8', 'url': 'https://api.twitter.com/1.1/geo/id/0d2090ccc61657d8.json', 'place_type': 'city', 'name': 'O Grove', 'full_name': 'O Grove, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.944289, 42.438686], [-8.944289, 42.500952], [-8.840329, 42.500952], [-8.840329, 42.438686]]]}, 'attributes': {}}",@Solof1sincirco @UAHes Pensar que las he comprado a 1€/kg cuando no estaba de moda el arroz de galeras... malditos… https://t.co/62iVtf9i7i,Juan,España,O Grove,"(-8.944289, 42.438686)",Andalucía,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,male,['Cereales y derivados']
443,443,443,443,443,761,890,2019-04-05 21:06:01.000,1.1142730072314266e+18,1.1142730072314266e+18,es,"{'id': '3e72a07aef8aee51', 'url': 'https://api.twitter.com/1.1/geo/id/3e72a07aef8aee51.json', 'place_type': 'city', 'name': 'Vacarisses', 'full_name': 'Vacarisses, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.8608829999999998, 41.570425], [1.8608829999999998, 41.648603], [1.976292, 41.648603], [1.976292, 41.570425]]]}, 'attributes': {}}",Platazo de hoy viernes en restaurante cal miguelon Vacarisses conejo en salsa romesco casera todo un espectáculo ma… https://t.co/H2xYc6bKe9,Miguelgonzalezcobos,España,Vacarisses,"(1.8608829999999998, 41.570425)",Galicia,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,,['Sopas']
444,444,444,444,444,762,891,2019-04-05 21:06:11.000,1.1142730465572824e+18,1.1142730465572824e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",@cloud_ness Ya ni me acordaba de esa mujer por favor que fangirlee con ella un huevo,Lum,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,female,['Productos lacteos']
445,445,445,445,445,763,892,2019-04-05 21:06:18.000,1.11427307904222e+18,1.11427307904222e+18,es,"{'id': '5ff8a5c4d230101a', 'url': 'https://api.twitter.com/1.1/geo/id/5ff8a5c4d230101a.json', 'place_type': 'city', 'name': 'Mataró', 'full_name': 'Mataró, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.415516, 41.519115], [2.415516, 41.580584], [2.487102, 41.580584], [2.487102, 41.519115]]]}, 'attributes': {}}","Los pimientos rellenos de quinoa, españoles y ecológicos a la par que rojigualdos, se van a quedar en el plato, no… https://t.co/makSJrqZiS",Elena,España,Mataró,"(2.415516, 41.519115)",Andalucía,yes,['pimientos'],29.0,4.5,0.6,1.3,0.0,1.8,female,['Vegetales']
446,446,446,446,446,764,893,2019-04-05 21:10:00.000,1.1142740073087468e+18,1.1142740073087468e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@berto_hu Me encanta esa cerveza,Guarromantico,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,,['Bebidas Alcoholicas']
447,447,447,447,447,765,894,2019-04-05 21:10:03.000,1.1142740206047478e+18,1.1142740206047478e+18,es,"{'id': 'a32eab81b83e340b', 'url': 'https://api.twitter.com/1.1/geo/id/a32eab81b83e340b.json', 'place_type': 'city', 'name': 'Redondela', 'full_name': 'Redondela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.677942999999999, 42.230121], [-8.677942999999999, 42.329895], [-8.565368, 42.329895], [-8.565368, 42.230121]]]}, 'attributes': {}}",#MiCasaElecciones Pero que coño hacen los pimientos formando la bandera española? Surrealista. https://t.co/qHGg3CYBWG,Dama,España,Redondela,"(-8.677942999999999, 42.230121)",Madrid,yes,['pimientos'],29.0,4.5,0.6,1.3,0.0,1.8,female,['Vegetales']
448,448,448,448,448,766,895,2019-04-05 21:10:14.000,1.1142740658527108e+18,1.1142740658527108e+18,es,"{'id': '3e72a07aef8aee51', 'url': 'https://api.twitter.com/1.1/geo/id/3e72a07aef8aee51.json', 'place_type': 'city', 'name': 'Vacarisses', 'full_name': 'Vacarisses, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.8608829999999998, 41.570425], [1.8608829999999998, 41.648603], [1.976292, 41.648603], [1.976292, 41.570425]]]}, 'attributes': {}}",Platazo de hoy viernes en restaurante cal miguelon conejo en salsa romesco casera todo un manjar love gastronomy… https://t.co/EbmpCuESjo,Miguelgonzalezcobos,España,Vacarisses,"(1.8608829999999998, 41.570425)",Galicia,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,,['Sopas']
449,449,449,449,449,767,896,2019-04-05 21:10:49.000,1.1142742122802504e+18,1.1142742122802504e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@aakzcs @Rurikh_ A cada cerdo le llega su San Martín.,xalberto,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,,['Carnes']
450,450,450,450,450,768,898,2019-04-05 21:12:12.000,1.114274563209216e+18,1.114274563209216e+18,es,"{'id': 'c781f7f0a6f32bcc', 'url': 'https://api.twitter.com/1.1/geo/id/c781f7f0a6f32bcc.json', 'place_type': 'city', 'name': 'Arroyomolinos', 'full_name': 'Arroyomolinos, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.948477, 40.256265], [-3.948477, 40.304886], [-3.875256, 40.304886], [-3.875256, 40.256265]]]}, 'attributes': {}}",@alabonfranquet @GrupoCosentino Que importante es saber cortar bien un jamón,Madrid,España,Arroyomolinos,"(-3.948477, 40.256265)",Cataluña,yes,['jamón'],319.0,0.2,22.6,28.8,84.0,0.0,male,['Carnes']
451,451,451,451,451,769,899,2019-04-05 21:12:18.000,1.1142745872090112e+18,1.1142745872090112e+18,es,"{'id': '3b111abdac0a7687', 'url': 'https://api.twitter.com/1.1/geo/id/3b111abdac0a7687.json', 'place_type': 'admin', 'name': 'Community of Madrid', 'full_name': 'Community of Madrid, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}","Momentos, tras la presentación, disfrutando del vino español @bodegasizadi en @CEUAAlumni del #WFAevent #networking… https://t.co/7fqC9PxJVR",Women,Spain,Community of Madrid,"(-4.579175, 39.884537)",Madrid,yes,"['vino', 'fruta']",178.0,50.3,0.1,1.1300000000000001,0.0,1.1,,"['Bebidas Alcoholicas', 'Frutas']"
452,452,452,452,452,770,901,2019-04-05 21:12:23.000,1.1142746064063488e+18,1.1142746064063488e+18,es,"{'id': 'da488f9634588a45', 'url': 'https://api.twitter.com/1.1/geo/id/da488f9634588a45.json', 'place_type': 'city', 'name': 'Rivas-Vaciamadrid', 'full_name': 'Rivas-Vaciamadrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.585036, 40.287603], [-3.585036, 40.41127], [-3.469876, 40.41127], [-3.469876, 40.287603]]]}, 'attributes': {}}","Mencía. Viernes noche.
#gastrocolegas #gastronomia #enologia #wine #vino #madridlife #bierzo https://t.co/rANBymA5Gh",Javier,España,Rivas-Vaciamadrid,"(-3.585036, 40.287603)",Madrid,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,male,['Bebidas Alcoholicas']
453,453,453,453,453,771,902,2019-04-05 21:12:30.000,1.114274636928254e+18,1.114274636928254e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}","#micasaelecciones
Por dios que no le pida que le pase la harina",Cloacas,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,['harina'],333.0,71.5,0.0,10.0,0.0,3.5,,['Cereales y derivados']
454,454,454,454,454,775,906,2019-04-05 21:14:05.000,1.114275038188802e+18,1.114275038188802e+18,es,"{'id': '3e72a07aef8aee51', 'url': 'https://api.twitter.com/1.1/geo/id/3e72a07aef8aee51.json', 'place_type': 'city', 'name': 'Vacarisses', 'full_name': 'Vacarisses, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.8608829999999998, 41.570425], [1.8608829999999998, 41.648603], [1.976292, 41.648603], [1.976292, 41.570425]]]}, 'attributes': {}}",Platazo de hoy viernes en restaurante cal miguelon conejo en salsa romesco casera todo un manjar love gastronomy… https://t.co/MTohtGKTTx,Miguelgonzalezcobos,España,Vacarisses,"(1.8608829999999998, 41.570425)",Cataluña,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,,['Sopas']
455,455,455,455,455,778,910,2019-04-05 21:16:27.000,1.1142756313138996e+18,1.1142756313138996e+18,es,"{'id': '715325aceccc7851', 'url': 'https://api.twitter.com/1.1/geo/id/715325aceccc7851.json', 'place_type': 'city', 'name': 'Sabadell', 'full_name': 'Sabadell, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.046492, 41.506472], [2.046492, 41.591238], [2.150242, 41.591238], [2.150242, 41.506472]]]}, 'attributes': {}}","Llegar a casa, quitarme el binder y ver mi costilla destrozada por tener que llevarlo. Hacia mucho que no lloraba y… https://t.co/zIXEuvBotG",Dio,España,Sabadell,"(2.046492, 41.506472)",Galicia,yes,['costilla'],279.0,0.0,23.6,17.1,77.0,0.0,male,['Carnes']
456,456,456,456,456,779,911,2019-04-05 21:16:28.000,1.1142756359150428e+18,1.1142756359150428e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","De:
El helado se come con tenedor,de @AitorHalliwell 
Llega
La pizza se come con cuchara, de @Meraki41",Ms,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['pizza', 'helado']",705.0,50.4,20.8,12.0,50.0,2.9,female,"['Comida rapida', 'Productos lacteos']"
457,457,457,457,457,780,912,2019-04-05 21:17:11.000,1.1142758163749764e+18,1.1142758163749764e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Ya estamos casi en Semana Santa, y tengo la sensación de que hace dos dias me estaba comiendo las doce uvas. https://t.co/CUSi1jaysY",Diana,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['uvas'],72.0,15.5,0.7,0.6,0.0,0.4,female,['Frutas']
458,458,458,458,458,782,914,2019-04-05 21:18:49.000,1.1142762285618136e+18,1.1142762285618136e+18,es,"{'id': 'a32eab81b83e340b', 'url': 'https://api.twitter.com/1.1/geo/id/a32eab81b83e340b.json', 'place_type': 'city', 'name': 'Redondela', 'full_name': 'Redondela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.677942999999999, 42.230121], [-8.677942999999999, 42.329895], [-8.565368, 42.329895], [-8.565368, 42.230121]]]}, 'attributes': {}}",#MiCasaElecciones Programa de Bertin : Viva España y viva el vino. https://t.co/ZqOsAOclD9,Dama,España,Redondela,"(-8.677942999999999, 42.230121)",Cataluña,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,female,['Bebidas Alcoholicas']
459,459,459,459,459,783,915,2019-04-05 21:19:17.000,1.1142763446769254e+18,1.1142763446769254e+18,es,"{'id': '0d108e89013f0cd9', 'url': 'https://api.twitter.com/1.1/geo/id/0d108e89013f0cd9.json', 'place_type': 'city', 'name': 'Fuengirola', 'full_name': 'Fuengirola, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.636376, 36.519213], [-4.636376, 36.589582], [-4.589864, 36.589582], [-4.589864, 36.519213]]]}, 'attributes': {}}",. y opino #salir #cerveza #enrealidadmequedoencasa # en Fuengirola https://t.co/X2gk9CSP2D,OTRO,España,Fuengirola,"(-4.636376, 36.519213)",Galicia,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,,['Bebidas Alcoholicas']
460,460,460,460,460,784,916,2019-04-05 21:19:27.000,1.114276387177808e+18,1.114276387177808e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@NereaFDomingo Oye lo del poleo menta funciona y lo de adelgasana también,María,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['menta'],44.0,5.3,0.73,3.8,0.0,6.8,female,['Hierbas y especias']
461,461,461,461,461,785,917,2019-04-05 21:20:43.000,1.114276705764565e+18,1.114276705764565e+18,es,"{'id': 'c113c1a6a18446bb', 'url': 'https://api.twitter.com/1.1/geo/id/c113c1a6a18446bb.json', 'place_type': 'city', 'name': 'Fuenlabrada', 'full_name': 'Fuenlabrada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.844073, 40.249636], [-3.844073, 40.327769], [-3.739655, 40.327769], [-3.739655, 40.249636]]]}, 'attributes': {}}","@fresimael @koalizate La nata contiene grasas y azúcar las cuales no digieren  como nosotros, además de que suele c… https://t.co/XsEVIQbyEq",Bruwujito,España,Fuenlabrada,"(-3.844073, 40.249636)",Madrid,yes,['nata'],202.0,3.4,19.98,2.51,70.0,0.0,,['Productos lacteos']
462,462,462,462,462,786,918,2019-04-05 21:21:00.000,1.1142767774745724e+18,1.1142767774745724e+18,es,"{'id': '8ba68c1a9e8b3f0d', 'url': 'https://api.twitter.com/1.1/geo/id/8ba68c1a9e8b3f0d.json', 'place_type': 'city', 'name': 'Llodio', 'full_name': 'Llodio, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.024279, 43.098817], [-3.024279, 43.186758], [-2.9352929999999997, 43.186758], [-2.9352929999999997, 43.098817]]]}, 'attributes': {}}",@_eerlaantz_ Eso diselo al cocido de mi abuela o al hummus del mercadona,Mikelo,España,Llodio,"(-3.024279, 43.098817)",Madrid,yes,['cocido'],202.0,7.69,12.07,15.16,47.0,1.6,male,['Carnes']
463,463,463,463,463,787,920,2019-04-05 21:23:26.000,1.1142773871544812e+18,1.1142773871544812e+18,es,"{'id': '07d9e64245c84001', 'url': 'https://api.twitter.com/1.1/geo/id/07d9e64245c84001.json', 'place_type': 'poi', 'name': 'Restaurante La Cañada', 'full_name': 'Restaurante La Cañada', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.655554, 40.433165], [-3.655554, 40.433165], [-3.655554, 40.433165], [-3.655554, 40.433165]]]}, 'attributes': {}}","Mi amigo Gonza es gallego, pero tiene un mesón en El Carmen. Me ha puesto de tapa patatas a la riojana y potaje de… https://t.co/jWbXKdEjHm",Aurora,España,Restaurante La Cañada,"(-3.655554, 40.433165)",Madrid,yes,['patatas'],538.0,49.5,34.9,6.5,0.0,4.0,female,['Vegetales']
464,464,464,464,464,789,923,2019-04-05 21:24:39.000,1.1142776953182618e+18,1.1142776953182618e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","No tenía ni idea de quién era este pavo sinceramente, he leído que es un 'super fichaje' para SV
Pero después de ve… https://t.co/nGMg7AOeAF",Loli,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['pavo', 'ramen']",555.0,126.0,34.86,41.769999999999996,65.0,2.3,female,"['Productos avicolas', 'Cereales y derivados']"
465,465,465,465,465,791,925,2019-04-05 21:28:08.000,1.114278570409562e+18,1.114278570409562e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}",La naranja mecánica en Aragon tv. De nada,Alberto,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,['naranja'],76.0,17.2,0.0,1.6,0.0,4.0,male,['Frutas']
466,466,466,466,466,792,926,2019-04-05 21:28:38.000,1.1142786993214464e+18,1.1142786993214464e+18,es,"{'id': '72b2b8bd1849bc0f', 'url': 'https://api.twitter.com/1.1/geo/id/72b2b8bd1849bc0f.json', 'place_type': 'city', 'name': 'Tarifa', 'full_name': 'Tarifa, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.843425, 36.000113], [-5.843425, 36.264373], [-5.494241, 36.264373], [-5.494241, 36.000113]]]}, 'attributes': {}}",Y chuches.,RobertoTarifa,España,Tarifa,"(-5.843425, 36.000113)",Aragón,yes,['chuches'],389.0,190.0,0.0,0.4,0.0,0.0,,['Dulces']
467,467,467,467,467,793,927,2019-04-05 21:29:04.000,1.114278806712402e+18,1.114278806712402e+18,es,"{'id': 'f09267661d5e6ccb', 'url': 'https://api.twitter.com/1.1/geo/id/f09267661d5e6ccb.json', 'place_type': 'city', 'name': 'Algete', 'full_name': 'Algete, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.593641, 40.580792], [-3.593641, 40.656698], [-3.45563, 40.656698], [-3.45563, 40.580792]]]}, 'attributes': {}}","Y no es que sea fácil llamarlo, esque tu, lo pones a huevo hija",crisssstina,España,Algete,"(-3.593641, 40.580792)",Andalucía,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,,['Productos lacteos']
468,468,468,468,468,794,928,2019-04-05 21:29:38.000,1.1142789474522808e+18,1.1142789474522808e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Poco se recuerda la promoción que Telepizza puso hace mil años de pizza familiar con VHS de uno de los clásicos del cine de los 80.,dave,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,male,['Comida rapida']
469,469,469,469,469,795,929,2019-04-05 21:30:37.000,1.1142791979738522e+18,1.1142791979738522e+18,es,"{'id': '3e72a07aef8aee51', 'url': 'https://api.twitter.com/1.1/geo/id/3e72a07aef8aee51.json', 'place_type': 'city', 'name': 'Vacarisses', 'full_name': 'Vacarisses, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.8608829999999998, 41.570425], [1.8608829999999998, 41.648603], [1.976292, 41.648603], [1.976292, 41.570425]]]}, 'attributes': {}}",Suprema de merluza de pinxo en salsa vizcaína con su guarnición en restaurante cal miguelon love gastronomy vacaris… https://t.co/5pAA6N7hAn,Miguelgonzalezcobos,España,Vacarisses,"(1.8608829999999998, 41.570425)",Madrid,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,,['Sopas']
470,470,470,470,470,796,931,2019-04-05 21:31:45.000,1.1142794811103478e+18,1.1142794811103478e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Me gusta el vino, me gustas tú 💁‍♀️",Tatiana,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,female,['Bebidas Alcoholicas']
